8.910696707099894365e-01,1.223957692276809832e-02,1.946613970218414674e-05,1.222011078306591350e-02
7.983591897428824469e-01,6.726553090689774833e-03,1.930144406000586541e-05,6.707251646629768839e-03
1.014882851465937597e+00,3.794660586637226690e-02,2.939876419218578077e-05,3.791720710218007828e-02
8.218373413324017163e-01,6.148441070888603296e-03,7.615823903777228104e-05,6.072282831850831300e-03
5.013142741831548843e-01,1.112467442610718706e-02,1.098823790577171124e-05,1.111368618820141561e-02
8.223914406094476881e-01,3.006178521505492585e-02,1.748852929478600179e-05,3.004429668576014123e-02
7.482691818449720422e-01,2.129143928943669911e-02,7.770399188850259491e-06,2.128366889024784978e-02
7.826490879331519102e-01,6.473374304444061596e-03,5.507792452503753531e-06,6.467866511991557724e-03
5.878952374886136090e-01,7.796184762985772926e-03,1.099778565972785429e-05,7.785186977326045109e-03
9.227107792119093599e-01,2.080423756762196999e-02,9.291297662849380579e-06,2.079494626995911921e-02
7.138557957885879324e-01,3.262483122939698055e-02,9.862866697829212058e-06,3.261496836269914962e-02
7.772018503439996895e-01,1.716331341676575334e-02,4.954298971463542929e-06,1.715835911779428971e-02
6.834243845475733714e-01,1.446550007648085730e-02,4.832254066106097138e-06,1.446066782241475085e-02
4.076723760188772916e-01,2.511718993675762096e-02,2.359415539881738464e-05,2.509359578135880384e-02
7.803915622349490988e-01,1.012085971254881971e-02,4.209172560844025834e-06,1.011665053998797581e-02
5.609325464272227890e-01,1.038783481446568097e-02,9.673410600029752789e-06,1.037816140386565132e-02
7.327772424252335659e-01,1.977379154748218001e-02,7.311418696330187049e-06,1.976648012878584951e-02
7.999355091054705102e-01,1.774831103049097358e-02,6.166585155394348899e-06,1.774214444533557880e-02
8.239917919160022475e-01,6.501446268407804797e-03,8.751835214358938522e-06,6.492694433193445767e-03
8.411274876060044203e-01,4.133266258727642806e-02,1.945266811625327987e-05,4.131320991916017510e-02
5.170063943366445258e-01,7.803950729319311143e-03,5.129323437345277266e-06,7.798821405881966110e-03
8.764494998036562734e-01,5.568688159100143240e-03,7.879053914030914146e-06,5.560809105186112315e-03
8.864256190811348191e-01,1.165482613362017056e-02,1.019872561813620273e-05,1.164462740800203434e-02
9.001324262327887737e-01,1.722541463055415542e-02,2.461739488028110741e-05,1.720079723567387309e-02
6.703118362442024303e-01,9.065200473091322014e-03,2.763033164744327743e-06,9.062437439926577382e-03
7.044743710361835998e-01,7.430029689658422705e-03,4.774948771010432700e-06,7.425254740887412240e-03
7.348095990800119770e-01,4.002053917520781781e-03,5.379645662991474895e-06,3.996674271857790159e-03
7.214601419560969786e-01,6.542238359651991741e-02,1.630457439808296287e-05,6.540607902212183800e-02
5.843159662284744815e-01,2.357136492149494028e-03,4.751627242711901433e-06,2.352384864906781944e-03
6.721556866672375730e-01,7.244623566853803862e-03,5.026589820365990439e-06,7.239596977033437714e-03
7.993072493943613743e-01,4.211599342944728937e-03,5.210451106238981673e-06,4.206388891838490351e-03
8.116837563445558068e-01,1.589716078506331690e-02,9.311376281551237341e-06,1.588784940878176441e-02
6.034759173619866912e-01,8.775777243229714378e-03,8.809549915841158785e-06,8.766967693313873836e-03
6.936055620733272420e-01,8.940453409282090105e-03,4.854129096463013957e-06,8.935599280185627102e-03
8.171740985679691871e-01,7.149642688615831347e-03,1.742907420722543936e-05,7.132213614408605684e-03
4.693959311498233644e-01,3.101661242759783544e-03,8.364056971861059785e-06,3.093297185787922433e-03
5.180081183948460621e-01,3.389790515758477323e-03,5.417758336711766538e-06,3.384372757421765573e-03
9.494604309665564124e-01,1.342600151052317572e-02,1.796843378606436534e-05,1.340803307673711121e-02
7.464529876680279230e-01,6.675327568676863409e-03,1.396884139914331705e-05,6.661358727277719854e-03
8.721488319737268347e-01,1.224132991078025895e-02,8.881932186993263134e-06,1.223244797859326591e-02
5.919574242444666234e-01,2.851628430522101451e-02,9.822061807008013352e-06,2.850646224341400747e-02
7.545665011539299805e-01,7.840206393797061538e-03,5.779782180756426962e-06,7.834426611616304714e-03
7.291608690293229778e-01,2.143078597896166254e-03,5.723111023311538889e-06,2.137355486872854603e-03
6.652342218550716391e-01,8.612159493489554216e-03,4.757958476323574792e-06,8.607401535013230534e-03
8.431896028556644662e-01,3.757899018082615922e-02,5.420626909081791538e-05,3.752478391173533906e-02
7.136964043501894395e-01,5.226584589243678941e-02,2.245783495336763389e-05,5.224338805748342252e-02
9.131143962084702359e-01,9.240855978923694786e-03,4.983011779285271756e-05,9.191025861130842217e-03
8.087967491470950954e-01,8.175010971060409082e-03,1.339692584136144044e-05,8.161614045219048319e-03
